web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322813-13476","http://ufcstats.com/statistics/fighters?char=p&page=all","Justin","Patterson","The Tactician","5' 10""","170 lbs.","--","","9","3","0",""
"1627322813-13547","http://ufcstats.com/statistics/fighters?char=p&page=all","Kyler","Phillips","The Matrix","5' 8""","135 lbs.","72.0""","Orthodox","9","2","0",""
"1627322813-13488","http://ufcstats.com/statistics/fighters?char=p&page=all","Matt","Pedro","","--","--","--","","3","1","0",""
"1627322813-13435","http://ufcstats.com/statistics/fighters?char=p&page=all","Damacio","Page","The Angel of Death","5' 6""","135 lbs.","66.0""","Orthodox","19","10","0",""
"1627322813-13598","http://ufcstats.com/statistics/fighters?char=p&page=all","Lara","Procopio","","5' 4""","125 lbs.","67.0""","Orthodox","7","2","0",""
"1627322813-13576","http://ufcstats.com/statistics/fighters?char=p&page=all","Grigory","Popov","","5' 7""","135 lbs.","68.0""","Switch","13","3","0",""
"1627322813-13597","http://ufcstats.com/statistics/fighters?char=p&page=all","Jiri","Prochazka","Denisa","6' 3""","205 lbs.","80.0""","Orthodox","28","3","1",""
"1627322813-13494","http://ufcstats.com/statistics/fighters?char=p&page=all","Julianna","Pena","The Venezuelan Vixen","5' 6""","135 lbs.","69.0""","Orthodox","11","4","0",""
"1627322813-13468","http://ufcstats.com/statistics/fighters?char=p&page=all","Preston","Parsons","Pressure","5' 11""","170 lbs.","71.0""","Orthodox","9","3","0",""
"1627322813-13460","http://ufcstats.com/statistics/fighters?char=p&page=all","Junyong","Park","The Iron Turtle","5' 10""","185 lbs.","73.0""","Orthodox","13","4","0",""
"1627322813-13489","http://ufcstats.com/statistics/fighters?char=p&page=all","Tyson","Pedro","","6' 3""","205 lbs.","79.0""","Orthodox","7","3","0",""
"1627322813-13502","http://ufcstats.com/statistics/fighters?char=p&page=all","Justin","Pennington","","5' 4""","--","--","","3","3","0",""
"1627322813-13441","http://ufcstats.com/statistics/fighters?char=p&page=all","Fredson","Paixao","","5' 6""","145 lbs.","66.0""","Orthodox","10","5","0",""
"1627322813-13549","http://ufcstats.com/statistics/fighters?char=p&page=all","Adam","Piccolotti","","5' 11""","155 lbs.","--","","9","0","0",""
"1627322813-13533","http://ufcstats.com/statistics/fighters?char=p&page=all","Seth","Petruzelli","The Silverback","6' 0""","205 lbs.","76.0""","Orthodox","14","8","0",""
"1627322813-13426","http://ufcstats.com/statistics/fighters?char=p&page=all","","null","null","null","null","null","null","null","null","null","null"
"1627322813-13509","http://ufcstats.com/statistics/fighters?char=p&page=all","Michel","Pereira","Demolidor","6' 1""","170 lbs.","73.0""","Orthodox","26","11","0",""
"1627322813-13592","http://ufcstats.com/statistics/fighters?char=p&page=all","Dorian","Price","","6' 3""","170 lbs.","--","Southpaw","8","5","0",""
"1627322813-13512","http://ufcstats.com/statistics/fighters?char=p&page=all","Rolando","Perez","","5' 8""","135 lbs.","--","Orthodox","7","5","2",""
"1627322813-13524","http://ufcstats.com/statistics/fighters?char=p&page=all","Mike","Perry","Platinum","5' 10""","170 lbs.","71.0""","Orthodox","14","8","0",""
"1627322813-13541","http://ufcstats.com/statistics/fighters?char=p&page=all","Constantinos","Philippou","","5' 11""","185 lbs.","73.0""","Orthodox","13","5","0",""
"1627322813-13491","http://ufcstats.com/statistics/fighters?char=p&page=all","Filip","Pejic","","5' 8""","135 lbs.","--","Orthodox","12","2","2",""
"1627322813-13459","http://ufcstats.com/statistics/fighters?char=p&page=all","Won Sik","Park","Parky","5' 11""","154 lbs.","--","Orthodox","11","7","1",""
"1627322813-13506","http://ufcstats.com/statistics/fighters?char=p&page=all","Ray","Perales","Relentless","5' 10""","170 lbs.","--","Orthodox","13","22","0",""
"1627322813-13472","http://ufcstats.com/statistics/fighters?char=p&page=all","Russell","Patrick","","5' 9""","145 lbs.","--","","6","4","0",""
"1627322813-13595","http://ufcstats.com/statistics/fighters?char=p&page=all","Shane","Primm","","6' 3""","205 lbs.","--","Orthodox","5","5","0",""
"1627322813-13563","http://ufcstats.com/statistics/fighters?char=p&page=all","Luana","Pinheiro","","5' 2""","115 lbs.","62.0""","Orthodox","9","1","0",""
"1627322813-13493","http://ufcstats.com/statistics/fighters?char=p&page=all","Yan","Pellerin","Wild Thing","5' 11""","205 lbs.","--","Orthodox","11","13","0",""
"1627322813-13609","http://ufcstats.com/statistics/fighters?char=p&page=all","Jens","Pulver","Little Evil","5' 7""","145 lbs.","70.0""","Southpaw","27","19","1",""
"1627322813-13444","http://ufcstats.com/statistics/fighters?char=p&page=all","Bart","Palaszewski","Bartimus","5' 9""","145 lbs.","70.0""","Orthodox","36","17","0",""
"1627322813-13521","http://ufcstats.com/statistics/fighters?char=p&page=all","Thiago","Perpetuo","Bodao","5' 10""","170 lbs.","--","Orthodox","9","4","1",""
"1627322813-13451","http://ufcstats.com/statistics/fighters?char=p&page=all","Alexandre","Pantoja","The Cannibal","5' 5""","125 lbs.","67.0""","Orthodox","23","5","0",""
"1627322813-13528","http://ufcstats.com/statistics/fighters?char=p&page=all","Tony","Petarra","","5' 11""","196 lbs.","--","Orthodox","2","3","1",""
"1627322813-13471","http://ufcstats.com/statistics/fighters?char=p&page=all","Jorge","Patino","Macaco","5' 8""","170 lbs.","--","Orthodox","38","19","2",""
"1627322813-13477","http://ufcstats.com/statistics/fighters?char=p&page=all","Julio","Paulino","The Dominican Demon","6' 0""","170 lbs.","--","Orthodox","23","5","0",""
"1627322813-13559","http://ufcstats.com/statistics/fighters?char=p&page=all","Paddy","Pimblett","The Baddy","5' 10""","145 lbs.","--","","16","3","0",""
"1627322813-13456","http://ufcstats.com/statistics/fighters?char=p&page=all","Ido","Pariente","","5' 8""","155 lbs.","--","Orthodox","13","6","0",""
"1627322813-13604","http://ufcstats.com/statistics/fighters?char=p&page=all","Juan","Puerta","Leadfeather","5' 8""","125 lbs.","--","","22","6","0",""
"1627322813-13429","http://ufcstats.com/statistics/fighters?char=p&page=all","Larissa","Pacheco","","5' 7""","135 lbs.","--","Orthodox","10","2","0",""
"1627322813-13513","http://ufcstats.com/statistics/fighters?char=p&page=all","Philip","Perez","","5' 5""","155 lbs.","--","Southpaw","7","5","1",""
"1627322813-13596","http://ufcstats.com/statistics/fighters?char=p&page=all","Brent","Primus","","5' 10""","155 lbs.","--","","8","0","0",""
"1627322813-13465","http://ufcstats.com/statistics/fighters?char=p&page=all","Tyra","Parker","","5' 5""","115 lbs.","--","Orthodox","4","5","0",""
"1627322813-13484","http://ufcstats.com/statistics/fighters?char=p&page=all","Joe","Pearson","The Triangular Strangler","5' 10""","145 lbs.","--","Orthodox","45","30","1",""
"1627322813-13492","http://ufcstats.com/statistics/fighters?char=p&page=all","Kurt","Pellegrino","Batman","5' 8""","155 lbs.","70.0""","Orthodox","16","7","0",""
"1627322813-13482","http://ufcstats.com/statistics/fighters?char=p&page=all","Roland","Payne","","5' 9""","205 lbs.","--","Orthodox","0","1","0",""
"1627322813-13570","http://ufcstats.com/statistics/fighters?char=p&page=all","Igor","Pokrajac","The Duke","6' 0""","205 lbs.","74.0""","Orthodox","28","13","0",""
"1627322813-13440","http://ufcstats.com/statistics/fighters?char=p&page=all","Dinis","Paiva Jr.","Sweetbread","5' 9""","145 lbs.","71.0""","Southpaw","13","8","0",""
"1627322813-13447","http://ufcstats.com/statistics/fighters?char=p&page=all","Rousimar","Palhares","Toquinho","5' 8""","170 lbs.","71.0""","Orthodox","19","8","0",""
"1627322813-13584","http://ufcstats.com/statistics/fighters?char=p&page=all","Marcin","Prachnio","","6' 3""","205 lbs.","74.0""","Orthodox","15","5","0",""
"1627322813-13453","http://ufcstats.com/statistics/fighters?char=p&page=all","Joe","Pardo","","6' 1""","210 lbs.","--","Southpaw","4","6","0",""
"1627322813-13466","http://ufcstats.com/statistics/fighters?char=p&page=all","Willie","Parks","Slick","5' 10""","185 lbs.","--","","5","2","0",""
"1627322813-13442","http://ufcstats.com/statistics/fighters?char=p&page=all","Jose","Palacios","","5' 9""","145 lbs.","--","Orthodox","3","2","0",""
"1627322813-13560","http://ufcstats.com/statistics/fighters?char=p&page=all","Daniel","Pineda","The Pit","5' 7""","145 lbs.","69.0""","Orthodox","27","14","0",""
"1627322813-13522","http://ufcstats.com/statistics/fighters?char=p&page=all","Hernani","Perpetuo","","6' 0""","170 lbs.","--","Orthodox","18","5","0",""
"1627322813-13455","http://ufcstats.com/statistics/fighters?char=p&page=all","Remco","Pardoel","Grizzly","6' 3""","260 lbs.","--","Southpaw","9","6","1",""
"1627322813-13558","http://ufcstats.com/statistics/fighters?char=p&page=all","Domingo","Pilarte","Son of Fire","6' 0""","135 lbs.","73.0""","Southpaw","8","2","0",""
"1627322813-13490","http://ufcstats.com/statistics/fighters?char=p&page=all","Willie","Peeters","","5' 9""","220 lbs.","--","Orthodox","9","10","1",""
"1627322813-13552","http://ufcstats.com/statistics/fighters?char=p&page=all","Jamie","Pickett","The Night Wolf","6' 2""","185 lbs.","80.0""","Orthodox","11","6","0",""
"1627322813-13436","http://ufcstats.com/statistics/fighters?char=p&page=all","Michael","Page","Venom","6' 2""","170 lbs.","--","","12","0","0",""
"1627322813-13478","http://ufcstats.com/statistics/fighters?char=p&page=all","Sergei","Pavlovich","","6' 3""","257 lbs.","84.0""","Southpaw","14","1","0",""
"1627322813-13475","http://ufcstats.com/statistics/fighters?char=p&page=all","Michael","Patt","","6' 0""","205 lbs.","--","Orthodox","12","4","0",""
"1627322813-13545","http://ufcstats.com/statistics/fighters?char=p&page=all","Elizabeth","Phillips","","5' 6""","135 lbs.","65.0""","Orthodox","6","6","0",""
"1627322813-13544","http://ufcstats.com/statistics/fighters?char=p&page=all","Aaron","Phillips","The Dragon","5' 9""","135 lbs.","71.0""","Southpaw","12","4","0",""
"1627322813-13537","http://ufcstats.com/statistics/fighters?char=p&page=all","Forrest","Petz","The Meat Cleaver","5' 9""","170 lbs.","71.0""","Orthodox","26","10","0",""
"1627322813-13463","http://ufcstats.com/statistics/fighters?char=p&page=all","Ryan","Parker","","6' 3""","235 lbs.","--","Southpaw","0","1","0",""
"1627322813-13520","http://ufcstats.com/statistics/fighters?char=p&page=all","Anthony","Perosh","The Hippo","6' 3""","205 lbs.","75.0""","Orthodox","15","10","0",""
"1627322813-13438","http://ufcstats.com/statistics/fighters?char=p&page=all","Josh","Paiva","","5' 6""","125 lbs.","--","","8","2","0",""
"1627322813-13527","http://ufcstats.com/statistics/fighters?char=p&page=all","Leiticia","Pestova","","5' 6""","135 lbs.","--","Orthodox","0","2","0",""
"1627322813-13448","http://ufcstats.com/statistics/fighters?char=p&page=all","Tulio","Palhares","","--","180 lbs.","--","","2","16","0",""
"1627322813-13589","http://ufcstats.com/statistics/fighters?char=p&page=all","Michel","Prazeres","Tractor","5' 6""","170 lbs.","67.0""","Orthodox","26","4","0",""
"1627322813-13603","http://ufcstats.com/statistics/fighters?char=p&page=all","Claudio","Puelles","El Nino","5' 10""","155 lbs.","72.0""","Southpaw","11","2","0",""
"1627322813-13496","http://ufcstats.com/statistics/fighters?char=p&page=all","Sherman","Pendergarst","The Tank","6' 1""","235 lbs.","--","Orthodox","11","18","0",""
"1627322813-13530","http://ufcstats.com/statistics/fighters?char=p&page=all","Cory","Peterson","LA Giant","6' 11""","400 lbs.","--","Orthodox","2","1","0",""
"1627322813-13511","http://ufcstats.com/statistics/fighters?char=p&page=all","Daniel","Pereira","Gaucho","5' 10""","185 lbs.","--","","9","2","0",""
"1627322813-13526","http://ufcstats.com/statistics/fighters?char=p&page=all","Viktor","Pesta","","6' 3""","240 lbs.","77.0""","Orthodox","10","4","0",""
"1627322813-13578","http://ufcstats.com/statistics/fighters?char=p&page=all","Felipe","Portela","Balboa","--","170 lbs.","--","","9","2","0",""
"1627322813-13434","http://ufcstats.com/statistics/fighters?char=p&page=all","Fernando","Padilla","","6' 1""","155 lbs.","--","","13","4","0",""
"1627322813-13431","http://ufcstats.com/statistics/fighters?char=p&page=all","George","Pacurariu","Constantine","5' 7""","135 lbs.","--","","10","5","0",""
"1627322813-13534","http://ufcstats.com/statistics/fighters?char=p&page=all","Peter","Petties","The Joker","5' 11""","145 lbs.","72.0""","Southpaw","5","3","0",""
"1627322813-13583","http://ufcstats.com/statistics/fighters?char=p&page=all","Devin","Powell","","6' 0""","155 lbs.","73.0""","Orthodox","9","4","0",""
"1627322813-13462","http://ufcstats.com/statistics/fighters?char=p&page=all","Norman","Parke","Stormin'","5' 11""","155 lbs.","70.0""","Southpaw","23","6","1",""
"1627322813-13504","http://ufcstats.com/statistics/fighters?char=p&page=all","Jerron","Peoples","","6' 0""","170 lbs.","--","","4","3","0",""
"1627322813-13550","http://ufcstats.com/statistics/fighters?char=p&page=all","Vinc","Pichel","From Hell","5' 10""","155 lbs.","72.0""","Orthodox","13","2","0",""
"1627322813-13590","http://ufcstats.com/statistics/fighters?char=p&page=all","Philip","Preece","","5' 8""","205 lbs.","--","Orthodox","10","14","0",""
"1627322813-13565","http://ufcstats.com/statistics/fighters?char=p&page=all","Maki","Pitolo","Coconut Bombz","5' 10""","185 lbs.","75.0""","Orthodox","13","8","0",""
"1627322813-13479","http://ufcstats.com/statistics/fighters?char=p&page=all","Pawel","Pawlak","","6' 0""","170 lbs.","73.0""","Orthodox","12","3","0",""
"1627322813-13427","http://ufcstats.com/statistics/fighters?char=p&page=all","Raquel","Pa'aluhi","Rocky","5' 7""","135 lbs.","--","","6","5","0",""
"1627322813-13564","http://ufcstats.com/statistics/fighters?char=p&page=all","Gaetano","Pirrello","El Tigre","5' 7""","135 lbs.","--","Orthodox","15","6","1",""
"1627322813-13561","http://ufcstats.com/statistics/fighters?char=p&page=all","Jesus","Pinedo","El Mudo","5' 10""","155 lbs.","--","Southpaw","16","5","1",""
"1627322813-13548","http://ufcstats.com/statistics/fighters?char=p&page=all","Nick","Pica","The Silverback","5' 10""","185 lbs.","--","","5","1","0",""
"1627322813-13495","http://ufcstats.com/statistics/fighters?char=p&page=all","Luis","Pena","Violent Bob Ross","6' 3""","155 lbs.","75.0""","Southpaw","9","3","0",""
"1627322813-13591","http://ufcstats.com/statistics/fighters?char=p&page=all","Kyle","Prepolec","","5' 10""","170 lbs.","70.0""","Southpaw","12","7","0",""
"1627322813-13542","http://ufcstats.com/statistics/fighters?char=p&page=all","Wayne","Phillips","","--","185 lbs.","--","","7","7","0",""
"1627322813-13486","http://ufcstats.com/statistics/fighters?char=p&page=all","Andre","Pederneiras","","5' 8""","155 lbs.","--","Orthodox","1","1","2",""
